"SpeciesLatinName","GestationTimeInYears","averagedMaturity.yrs","maxAge"
"Galerella ochracea",NA,NA,NA
"Galidictis fasciata",NA,NA,NA
"Galidictis grandidieri",NA,NA,NA
"Gazella arabica",NA,NA,11.3
"Gazella erlangeri",NA,NA,NA
"Gazella saudiya",NA,NA,NA
"Genetta angolensis",NA,NA,NA
"Gerbillus gleadowi",0.0547945205479452,NA,NA
"Gerbillus grobbeni",NA,NA,NA
"Bandicota savilei",NA,NA,NA
"Barbastella leucomelas",NA,NA,NA
"Bassaricyon beddardi",NA,NA,NA
"Bassaricyon lasius",NA,NA,NA
"Bassaricyon pauli",NA,NA,NA
"Batomys dentatus",NA,NA,NA
"Batomys granti",NA,NA,NA
"Batomys russatus",NA,NA,NA
"Batomys salomonseni",NA,NA,NA
"Bauerus dubiaquercus",NA,NA,NA
"Bdeogale crassicauda",NA,NA,NA
"Bdeogale jacksoni",NA,NA,NA
"Beamys hindei",0.0624383561643836,0.496246575342466,NA
"Beamys major",NA,NA,NA
"Belomys pearsonii",NA,NA,NA
"Berardius arnuxii",0.833315068493151,NA,NA
"Berylmys berdmorei",NA,NA,NA
"Berylmys bowersi",NA,NA,2.9
"Berylmys mackenziei",NA,NA,NA
"Berylmys manipulus",NA,NA,NA
"Bibimys chacoensis",NA,NA,NA
"Bibimys labiosus",NA,NA,NA
"Brotomys contractus",NA,NA,NA
"Brotomys voratus",NA,NA,NA
"Brucepattersonius albinasus",NA,NA,NA
"Brucepattersonius griserufescens",NA,NA,NA
"Brucepattersonius guarani",NA,NA,NA
"Brucepattersonius igniventris",NA,NA,NA
"Brucepattersonius iheringi",NA,NA,NA
"Brucepattersonius misionensis",NA,NA,NA
"Brucepattersonius paradisus",NA,NA,NA
"Brucepattersonius soricinus",NA,NA,NA
"Bullimus bagobus",NA,NA,NA
"Bullimus gamay",NA,NA,NA
"Bullimus luzonicus",NA,NA,NA
"Bunomys andrewsi",NA,NA,NA
"Bunomys chrysocomus",NA,NA,NA
"Bunomys coelestis",NA,NA,NA
"Bunomys fratrorum",NA,NA,NA
"Bunomys penitus",NA,NA,NA
"Bunomys prolatus",NA,NA,NA
"Bunopithecus hoolock",0.636986301369863,7.36734246575342,NA
"Cheiromeles parvidens",NA,NA,NA
"Cheiromeles torquatus",NA,NA,NA
"Chelemys delfini",NA,NA,NA
"Chelemys macronyx",NA,NA,NA
"Chelemys megalonyx",NA,NA,NA
"Chibchanomys orcesi",NA,NA,NA
"Chibchanomys trichotis",NA,NA,NA
"Chilomys instans",NA,NA,NA
"Chilonatalus micropus",NA,NA,NA
"Chilonatalus tumidifrons",NA,NA,NA
"Chimarrogale hantu",NA,NA,NA
"Chimarrogale himalayica",NA,NA,NA
"Chimarrogale phaeura",NA,NA,NA
"Chimarrogale platycephalus",NA,NA,NA
"Chimarrogale styani",NA,NA,NA
"Chimarrogale sumatrana",NA,NA,NA
"Chinchilla chinchilla",0.304109589041096,0.678027397260274,10
"Chinchillula sahamae",NA,NA,NA
"Chionomys gud",NA,NA,NA
"Chionomys nivalis",0.0573150684931507,1.01706849315069,NA
"Chionomys roberti",NA,NA,NA
"Chiroderma doriae",0.291643835616438,NA,NA
"Chiroderma improvisum",NA,NA,NA
"Chiroderma salvini",NA,NA,NA
"Chiroderma trinitatum",NA,NA,NA
"Chiroderma villosum",0.333315068493151,NA,NA
"Chiromyscus chiropus",NA,NA,NA
"Chironax melanocephalus",NA,NA,NA
"Chiropodomys calamianensis",NA,NA,NA
"Chiropodomys karlkoopmani",NA,NA,NA
"Chiropodomys major",NA,NA,NA
"Chiropodomys muroides",NA,NA,NA
"Chiropodomys pusillus",NA,NA,NA
"Chiropotes chiropotes",NA,NA,NA
"Chiropotes israelita",NA,NA,NA
"Chiropotes utahickae",NA,NA,NA
"Chiruromys forbesi",NA,NA,NA
"Chiruromys lamia",NA,NA,NA
"Chiruromys vates",NA,NA,NA
"Chlorocebus cynosuros",NA,NA,NA
"Chlorocebus djamdjamensis",NA,NA,NA
"Chlorocebus pygerythrus",NA,NA,NA
"Chlorocebus sabaeus",NA,NA,NA
"Chlorocebus tantalus",NA,NA,NA
"Chlorotalpa duthieae",NA,NA,NA
"Cabassous chacoensis",NA,NA,NA
"Cabassous tatouay",NA,NA,NA
"Caenolestes caniventer",NA,NA,NA
"Caenolestes condorensis",NA,NA,NA
"Caenolestes convelatus",NA,NA,NA
"Calcochloris leucorhinus",NA,NA,NA
"Calcochloris obtusirostris",NA,NA,NA
"Calcochloris tytonis",NA,NA,NA
"Callicebus baptista",NA,NA,NA
"Callicebus barbarabrownae",NA,NA,NA
"Callicebus bernhardi",NA,NA,NA
"Callicebus brunneus",NA,NA,NA
"Callicebus caligatus",NA,NA,NA
"Callicebus cinerascens",NA,NA,NA
"Callicebus coimbrai",NA,NA,NA
"Capra walie",0.431506849315068,NA,NA
"Capricornis milneedwardsii",NA,NA,NA
"Capricornis rubidus",NA,NA,NA
"Capricornis swinhoei",NA,NA,NA
"Capricornis thar",NA,NA,NA
"Caprolagus hispidus",0.10958904109589,NA,NA
"Capromys gundlachianus",NA,NA,NA
"Cardiocranius paradoxus",NA,NA,NA
"Cardioderma cor",0.253534246575342,NA,NA
"Carollia brevicauda",NA,NA,NA
"Carollia castanea",NA,NA,NA
"Carollia colombiana",NA,NA,NA
"Carollia sowelli",NA,NA,NA
"Carollia subrufa",NA,NA,NA
"Carpitalpa arendsi",NA,NA,NA
"Carpomys melanurus",NA,NA,NA
"Carpomys phaeurus",NA,NA,NA
"Carterodon sulcidens",NA,NA,NA
"Caryomys eva",NA,NA,NA
"Caryomys inez",NA,NA,NA
"Casinycteris argynnis",NA,NA,NA
"Catopuma badia",NA,NA,NA
"Cavia fulgida",NA,NA,NA
"Cavia intermedia",NA,NA,NA
"Cavia magna",NA,NA,NA
"Cebus apella",0.424630136986301,4.82413698630137,45.1
"Cebus kaapori",NA,NA,NA
"Cebus libidinosus",NA,NA,NA
"Cebus nigritus",NA,5.84857534246575,44
"Cebus xanthosternos",NA,NA,NA
"Centronycteris centralis",NA,NA,NA
"Centronycteris maximiliani",NA,NA,NA
"Centurio senex",NA,NA,NA
"Cephalophus adersi",0.328767123287671,NA,4.1
"Cephalophus brookei",NA,NA,NA
"Cephalophus callipygus",NA,NA,NA
"Crocidura horsfieldii",NA,NA,NA
"Crocidura hutanis",NA,NA,NA
"Crocidura ichnusae",NA,NA,NA
"Crocidura indochinensis",NA,NA,NA
"Crocidura jacksoni",NA,NA,NA
"Crocidura jenkinsi",NA,NA,NA
"Crocidura jouvenetae",NA,NA,NA
"Crocidura katinka",NA,NA,NA
"Crocidura kivuana",NA,NA,NA
"Crocidura lamottei",NA,NA,NA
"Crocidura lanosa",NA,NA,NA
"Crocidura lasiura",NA,NA,NA
"Crocidura latona",NA,NA,NA
"Crocidura lea",NA,NA,NA
"Crocidura lepidura",NA,NA,NA
"Crocidura levicula",NA,NA,NA
"Crocidura littoralis",NA,NA,NA
"Crocidura longipes",NA,NA,NA
"Crocidura lucina",NA,NA,NA
"Crocidura ludia",NA,NA,NA
"Crocidura luna",NA,NA,NA
"Crocidura lusitania",NA,NA,NA
"Crocidura macarthuri",NA,NA,NA
"Crocidura macmillani",NA,NA,NA
"Crocidura macowi",NA,NA,NA
"Crocidura malayana",NA,NA,NA
"Crocidura manengubae",NA,NA,NA
"Crocidura maquassiensis",NA,NA,NA
"Crocidura mariquensis",NA,NA,NA
"Crocidura maurisca",NA,NA,NA
"Crocidura maxi",NA,NA,NA
"Crocidura mindorus",NA,NA,NA
"Crocidura miya",NA,NA,NA
"Crocidura monax",NA,NA,NA
"Crocidura monticola",NA,NA,NA
"Crocidura montis",NA,NA,NA
"Crocidura muricauda",NA,NA,NA
"Crocidura musseri",NA,NA,NA
"Crocidura mutesae",NA,NA,NA
"Crocidura nana",NA,NA,NA
"Crocidura nanilla",NA,NA,NA
"Crocidura negligens",NA,NA,NA
"Crocidura negrina",NA,NA,NA
"Crocidura nicobarica",NA,NA,NA
"Crocidura nigeriae",NA,NA,NA
"Crocidura nigricans",NA,NA,NA
"Crocidura nigripes",NA,NA,NA
"Crocidura nigrofusca",NA,NA,NA
"Crocidura nimbae",NA,NA,NA
"Crocidura niobe",NA,NA,NA
"Crocidura obscurior",NA,NA,NA
"Chalinolobus nigrogriseus",NA,NA,NA
"Chalinolobus picatus",NA,NA,NA
"Chalinolobus tuberculatus",NA,NA,NA
"Cheirogaleus adipicaudatus",NA,NA,NA
"Cheirogaleus crossleyi",NA,NA,NA
"Cheirogaleus minusculus",NA,NA,NA
"Cheirogaleus ravus",NA,NA,NA
"Cheirogaleus sibreei",NA,NA,NA
"Chlorotalpa sclateri",NA,NA,NA
"Chodsigoa caovansunga",NA,NA,NA
"Chodsigoa hypsibia",NA,NA,NA
"Chodsigoa lamula",NA,NA,NA
"Chodsigoa parca",NA,NA,NA
"Chodsigoa parva",NA,NA,NA
"Chodsigoa salenskii",NA,NA,NA
"Chodsigoa smithii",NA,NA,NA
"Chodsigoa sodalis",NA,NA,NA
"Choeroniscus godmani",NA,NA,NA
"Choeroniscus minor",NA,NA,NA
"Choeroniscus periosus",NA,NA,NA
"Choeronycteris mexicana",NA,NA,NA
"Chrotomys gonzalesi",NA,NA,NA
"Chrotomys mindorensis",NA,NA,NA
"Chrotomys silaceus",NA,NA,NA
"Chrotomys whiteheadi",NA,NA,NA
"Chrotopterus auritus",0.23586301369863,NA,NA
"Chrysochloris asiatica",NA,NA,NA
"Chrysochloris stuhlmanni",NA,NA,NA
"Chrysochloris visagiei",NA,NA,NA
"Chrysospalax trevelyani",0.315068493150685,NA,4
"Chrysospalax villosus",NA,NA,NA
"Cistugo lesueuri",NA,NA,NA
"Cistugo seabrae",NA,NA,NA
"Clidomys osborni",NA,NA,NA
"Cloeotis percivali",0.249972602739726,NA,NA
"Clyomys bishopi",NA,NA,NA
"Clyomys laticeps",NA,NA,NA
"Coccymys albidens",NA,NA,NA
"Coccymys ruemmleri",NA,NA,NA
"Coelops frithii",NA,NA,NA
"Coelops robinsoni",NA,NA,NA
"Coendou bicolor",NA,1.82586301369863,NA
"Coendou nycthemera",NA,NA,NA
"Coendou rothschildi",NA,NA,NA
"Coleura afra",NA,NA,NA
"Coleura seychellensis",NA,NA,NA
"Colobus satanas",0.528109589041096,NA,NA
"Colobus vellerosus",NA,NA,NA
"Conepatus humboldtii",NA,NA,NA
"Conepatus semistriatus",NA,NA,NA
"Congosorex polli",NA,NA,NA
"Congosorex verheyeni",NA,NA,NA
"Conilurus albipes",NA,NA,NA
"Dasymys montanus",NA,NA,NA
"Dasymys nudipes",NA,NA,NA
"Dasymys rufulus",NA,NA,NA
"Dasymys rwandae",NA,NA,NA
"Dasymys sua",NA,NA,NA
"Dasyprocta coibae",NA,NA,NA
"Dasyprocta guamara",NA,NA,NA
"Dasyprocta kalinowskii",NA,NA,NA
"Dasypus hybridus",0.346301369863014,NA,NA
"Dasypus kappleri",NA,NA,NA
"Dasypus pilosus",NA,NA,NA
"Dasypus sabanicola",0.249972602739726,NA,NA
"Eumops patagonicus",NA,NA,NA
"Eumops perotis",NA,NA,NA
"Eumops trumbulli",NA,NA,NA
"Eumops underwoodi",NA,NA,NA
"Euneomys chinchilloides",NA,NA,NA
"Euneomys fossor",NA,NA,NA
"Euneomys mordax",NA,NA,NA
"Euneomys petersoni",NA,NA,NA
"Euoticus pallidus",NA,NA,NA
"Eupetaurus cinereus",NA,NA,NA
"Eupleres goudotii",0.257150684931507,NA,NA
"Euroscaptor grandis",NA,NA,NA
"Euroscaptor klossi",0.0958630136986301,NA,NA
"Euroscaptor longirostris",NA,NA,NA
"Euroscaptor micrura",NA,NA,3
"Euroscaptor mizura",0.10958904109589,NA,3
"Euroscaptor parvidens",NA,NA,NA
"Euryzygomatomys spinosus",NA,NA,NA
"Exilisciurus concinnus",NA,NA,NA
"Cormura brevirostris",NA,NA,NA
"Corynorhinus mexicanus",NA,NA,NA
"Coryphomys buehleri",NA,NA,NA
"Craseonycteris thonglongyai",NA,NA,NA
"Crateromys australis",NA,NA,NA
"Crateromys paulus",NA,NA,NA
"Cratogeomys fumosus",NA,NA,NA
"Cratogeomys goldmani",NA,NA,NA
"Cratogeomys gymnurus",NA,NA,NA
"Cratogeomys merriami",NA,NA,NA
"Cratogeomys neglectus",NA,NA,NA
"Cratogeomys tylorhinus",NA,NA,NA
"Cratogeomys zinseri",NA,NA,NA
"Cremnomys cutchicus",NA,NA,NA
"Cremnomys elvira",NA,NA,NA
"Cricetomys ansorgei",NA,NA,NA
"Cricetomys kivuensis",NA,NA,NA
"Cricetulus alticola",NA,NA,NA
"Crocidura tanakae",NA,NA,NA
"Crocidura tansaniana",NA,NA,NA
"Crocidura tarella",NA,NA,NA
"Crocidura tarfayensis",NA,NA,NA
"Crocidura telfordi",NA,NA,NA
"Crocidura tenuis",NA,NA,NA
"Crocidura thalia",NA,NA,NA
"Crocidura theresae",NA,NA,NA
"Crocidura thomensis",NA,NA,NA
"Crocidura trichura",NA,NA,NA
"Crocidura turba",NA,NA,NA
"Crocidura ultima",NA,NA,NA
"Crocidura usambarae",NA,NA,NA
"Crocidura viaria",NA,NA,NA
"Crocidura virgata",NA,NA,NA
"Crocidura voi",NA,NA,NA
"Crocidura vorax",NA,NA,NA
"Crocidura vosmaeri",NA,NA,NA
"Crocidura watasei",NA,NA,NA
"Crocidura whitakeri",NA,NA,NA
"Crocidura wimmeri",NA,NA,NA
"Crocidura wuchihensis",NA,NA,NA
"Crocidura xantippe",NA,NA,NA
"Crocidura yankariensis",NA,NA,NA
"Crocidura zaphiri",NA,NA,NA
"Crocidura zarudnyi",NA,NA,NA
"Crocidura zimmeri",NA,NA,NA
"Crocidura zimmermanni",NA,NA,NA
"Crossarchus alexandri",NA,NA,NA
"Crossarchus ansorgei",NA,NA,NA
"Crossarchus platycephalus",NA,NA,NA
"Crossomys moncktoni",NA,NA,NA
"Crunomys celebensis",NA,NA,NA
"Crunomys fallax",NA,NA,NA
"Crunomys melanius",NA,NA,NA
"Crunomys suncoides",NA,NA,NA
"Cryptochloris wintoni",NA,NA,NA
"Cryptochloris zyli",NA,NA,NA
"Cryptomys amatus",0.26027397260274,NA,NA
"Cryptomys bocagei",NA,NA,NA
"Cryptomys darlingi",0.15841095890411,NA,NA
"Cryptomys foxi",NA,NA,NA
"Cryptomys kafuensis",NA,NA,NA
"Cryptomys ochraceocinereus",NA,NA,NA
"Cryptomys zechi",NA,NA,NA
"Cryptotis alticola",NA,NA,NA
"Cryptotis brachyonyx",NA,NA,NA
"Cryptotis colombiana",NA,NA,NA
"Cryptotis endersi",NA,NA,NA
"Cryptotis equatoris",NA,NA,NA
"Cryptotis goldmani",NA,NA,NA
"Cryptotis goodwini",NA,NA,NA
"Cryptotis gracilis",NA,NA,NA
"Cryptotis griseoventris",NA,NA,NA
"Cryptotis hondurensis",NA,NA,NA
"Cryptotis magna",NA,NA,NA
"Cryptotis mayensis",NA,NA,NA
"Cryptotis medellinia",NA,NA,NA
"Cryptotis mera",NA,NA,NA
"Cryptotis meridensis",NA,NA,NA
"Cryptotis merriami",NA,NA,NA
"Cryptotis mexicana",NA,NA,NA
"Cryptotis montivaga",NA,NA,NA
"Cryptotis nelsoni",NA,NA,NA
"Cryptotis nigrescens",NA,NA,NA
"Cryptotis obscura",NA,NA,NA
"Cryptotis orophila",NA,NA,NA
"Cryptotis peregrina",NA,NA,NA
"Cryptotis peruviensis",NA,NA,NA
"Cryptotis phillipsii",NA,NA,NA
"Cryptotis squamipes",NA,NA,NA
"Cryptotis tamensis",NA,NA,NA
"Cryptotis thomasi",NA,NA,NA
"Cryptotis tropicalis",NA,NA,NA
"Ctenodactylus vali",0.162,0.933260273972603,5
"Ctenomys argentinus",NA,NA,NA
"Ctenomys australis",NA,NA,NA
"Ctenomys azarae",NA,NA,NA
"Ctenomys bergi",NA,NA,NA
"Ctenomys boliviensis",NA,NA,NA
"Ctenomys bonettoi",NA,NA,NA
"Ctenomys brasiliensis",NA,NA,NA
"Ctenomys budini",NA,NA,NA
"Ctenomys colburni",NA,NA,NA
"Ctenomys coludo",NA,NA,NA
"Ctenomys coyhaiquensis",NA,NA,NA
"Ctenomys dorbignyi",NA,NA,NA
"Ctenomys dorsalis",NA,NA,NA
"Ctenomys emilianus",NA,NA,NA
"Ctenomys famosus",NA,NA,NA
"Ctenomys flamarioni",NA,NA,NA
"Ctenomys fochi",NA,NA,NA
"Ctenomys fodax",NA,NA,NA
"Ctenomys frater",NA,NA,NA
"Ctenomys fulvus",NA,NA,NA
"Ctenomys goodfellowi",NA,NA,NA
"Ctenomys haigi",NA,NA,NA
"Ctenomys johannis",NA,NA,NA
"Ctenomys juris",NA,NA,NA
"Ctenomys knighti",NA,NA,NA
"Ctenomys lami",NA,NA,NA
"Ctenomys latro",NA,NA,NA
"Ctenomys leucodon",NA,NA,NA
"Ctenomys magellanicus",NA,NA,NA
"Ctenomys maulinus",NA,NA,NA
"Ctenomys mendocinus",NA,NA,NA
"Ctenomys minutus",NA,NA,NA
"Ctenomys occultus",NA,NA,NA
"Ctenomys osvaldoreigi",NA,NA,NA
"Ctenomys pearsoni",NA,NA,NA
"Ctenomys perrensi",NA,NA,NA
"Ctenomys peruanus",0.331041095890411,1,NA
"Ctenomys pilarensis",NA,NA,NA
"Ctenomys pontifex",NA,NA,NA
"Ctenomys porteousi",NA,NA,NA
"Ctenomys pundti",NA,NA,NA
"Ctenomys rionegrensis",NA,NA,NA
"Ctenomys roigi",NA,NA,NA
"Ctenomys saltarius",NA,NA,NA
"Ctenomys scagliai",NA,NA,NA
"Ctenomys sericeus",NA,NA,NA
"Ctenomys sociabilis",NA,NA,NA
"Ctenomys sylvanus",NA,NA,NA
"Ctenomys torquatus",0.293150684931507,NA,NA
"Ctenomys tuconax",NA,NA,NA
"Ctenomys tucumanus",NA,NA,NA
"Ctenomys tulduco",NA,NA,NA
"Ctenomys validus",NA,NA,NA
"Ctenomys viperinus",NA,NA,NA
"Ctenomys yolandae",NA,NA,NA
"Cuscomys ashaninka",NA,NA,NA
"Cuscomys oblativa",NA,NA,NA
"Cynomops abrasus",NA,NA,NA
"Cynomops greenhalli",NA,NA,NA
"Cynomops mexicanus",NA,NA,NA
"Cynomops paranus",NA,NA,NA
"Cynomops planirostris",NA,NA,NA
"Cynomys leucurus",0.0832602739726027,1.13380821917808,NA
"Cynomys mexicanus",0.0833150684931507,NA,NA
"Cynomys parvidens",NA,1.01706849315069,NA
"Cynopterus horsfieldii",NA,NA,NA
"Cynopterus luzoniensis",NA,NA,NA
"Cynopterus minutus",NA,NA,NA
"Cynopterus nusatenggara",NA,NA,NA
"Cynopterus titthaecheilus",NA,NA,NA
"Cyttarops alecto",NA,NA,NA
"Dacnomys millardi",NA,NA,NA
"Dactylomys boliviensis",NA,NA,NA
"Dactylomys dactylinus",NA,NA,NA
"Dactylomys peruanus",NA,NA,NA
"Dactylopsila megalura",NA,NA,NA
"Dactylopsila palpator",NA,NA,NA
"Dactylopsila tatei",NA,NA,NA
"Damaliscus korrigum",NA,2.99827397260274,12.6
"Damaliscus superstes",NA,NA,NA
"Dasymys alleni",NA,NA,NA
"Dasymys cabrali",NA,NA,NA
"Dasymys foxi",NA,NA,NA
"Dasymys incomtus",NA,0.198383561643836,NA
"Dasypus yepesi",NA,NA,NA
"Dasyurus albopunctatus",0.0528493150684931,NA,3
"Dasyurus spartacus",0.0523835616438356,NA,NA
"Delanymys brooksi",NA,NA,2
"Eptesicus japonensis",NA,NA,NA
"Dipodillus rupicola",NA,NA,NA
"Dipodillus simoni",0.069972602739726,0.265808219178082,NA
"Dipodillus somalicus",NA,NA,NA
"Dipodillus stigmonyx",NA,NA,NA
"Dipodillus zakariai",NA,NA,NA
"Dipodomys californicus",NA,NA,NA
"Dipodomys compactus",NA,NA,NA
"Dipodomys elator",NA,NA,NA
"Dipodomys gravipes",NA,NA,NA
"Dipodomys ingens",NA,NA,NA
"Dipodomys microps",0.0849041095890411,0.405260273972603,NA
"Dipodomys nelsoni",NA,NA,NA
"Dipodomys panamintinus",0.0806575342465753,NA,NA
"Dipodomys phillipsii",NA,NA,NA
"Dipodomys simulans",NA,NA,NA
"Dipodomys stephensi",NA,NA,NA
"Dipodomys venustus",NA,NA,NA
"Dobsonia anderseni",NA,NA,NA
"Dobsonia beauforti",NA,NA,NA
"Dobsonia chapmani",NA,NA,NA
"Dobsonia crenulata",NA,NA,NA
"Dobsonia emersa",NA,NA,NA
"Dobsonia exoleta",NA,NA,NA
"Dobsonia inermis",NA,NA,NA
"Dobsonia magna",NA,2.06890410958904,NA
"Dobsonia minor",NA,NA,NA
"Dobsonia pannietensis",NA,NA,NA
"Dobsonia peronii",NA,NA,NA
"Dobsonia praedatrix",NA,NA,NA
"Dobsonia viridis",NA,NA,NA
"Dolichotis salinicola",0.212328767123288,NA,NA
"Dologale dybowskii",NA,NA,NA
"Dorcatragus megalotis",NA,NA,14
"Dorcopsis atrata",NA,1.4172602739726,8
"Dorcopsis hageni",NA,1.4172602739726,NA
"Dorcopsulus vanheurni",NA,NA,NA
"Dremomys everetti",NA,NA,NA
"Dremomys gularis",NA,NA,NA
"Dremomys pernyi",NA,NA,NA
"Dremomys pyrrhomerus",NA,NA,NA
"Dremomys rufigenis",NA,NA,NA
"Dryomys laniger",0.0827397260273973,NA,NA
"Dryomys niethammeri",NA,NA,NA
"Dusicyon australis",NA,NA,NA
"Dyacopterus brooksi",NA,NA,NA
"Dyacopterus spadiceus",NA,NA,NA
"Dymecodon pilirostris",0.10958904109589,NA,NA
"Echimys chrysurus",NA,NA,NA
"Echimys saturnus",NA,NA,NA
"Echimys semivillosus",NA,NA,NA
"Echinoprocta rufescens",NA,NA,NA
"Echiothrix centrosa",NA,NA,NA
"Echiothrix leucura",NA,NA,NA
"Echymipera clara",NA,NA,NA
"Echymipera davidi",NA,NA,NA
"Echymipera echinista",NA,NA,NA
"Ectophylla alba",NA,NA,NA
"Eidolon dupreanum",0.359780821917808,NA,20
"Elasmodontomys obliquus",NA,NA,NA
"Elephantulus fuscipes",NA,NA,NA
"Eoglaucomys fimbriatus",NA,NA,NA
"Eolagurus luteus",NA,0.0682465753424658,NA
"Eolagurus przewalskii",NA,NA,NA
"Eonycteris major",NA,NA,NA
"Eonycteris robusta",NA,NA,NA
"Eonycteris spelaea",0.416931506849315,0.979205479452055,5
"Eospalax fontanierii",NA,NA,NA
"Eospalax rothschildi",NA,NA,NA
"Eospalax smithii",NA,NA,NA
"Eothenomys cachinus",NA,NA,NA
"Eothenomys chinensis",NA,NA,NA
"Eothenomys custos",NA,NA,NA
"Eothenomys melanogaster",NA,NA,NA
"Eothenomys miletus",NA,NA,NA
"Eothenomys olitor",NA,NA,NA
"Eothenomys proditor",NA,NA,NA
"Eothenomys wardi",NA,NA,NA
"Episoriculus caudatus",NA,NA,NA
"Episoriculus fumidus",NA,NA,NA
"Episoriculus leucops",NA,NA,NA
"Episoriculus macrurus",NA,NA,NA
"Epixerus ebii",NA,NA,NA
"Epomophorus angolensis",NA,NA,NA
"Epomophorus crypturus",0.249972602739726,NA,NA
"Epomophorus grandis",NA,NA,NA
"Epomophorus labiatus",0.428575342465753,NA,NA
"Epomophorus minimus",NA,NA,NA
"Epomophorus minor",NA,NA,NA
"Epomops buettikoferi",0.383342465753425,0.75586301369863,NA
"Epomops dobsonii",NA,NA,NA
"Epomops franqueti",0.443205479452055,NA,NA
"Eptesicus andinus",NA,NA,NA
"Eptesicus bobrinskoi",NA,NA,NA
"Eptesicus bottae",NA,NA,NA
"Eptesicus brasiliensis",NA,NA,NA
"Eptesicus chiriquinus",NA,NA,NA
"Eptesicus diminutus",NA,NA,NA
"Eptesicus dimissus",NA,NA,NA
"Eptesicus floweri",NA,NA,NA
"Eptesicus furinalis",0.253534246575342,0.926931506849315,NA
"Eptesicus gobiensis",NA,NA,NA
"Eptesicus guadeloupensis",NA,NA,NA
"Eptesicus hottentotus",NA,NA,NA
"Eptesicus innoxius",NA,NA,NA
"Genetta thierryi",NA,NA,NA
"Genetta victoriae",NA,NA,NA
"Geocapromys thoracatus",NA,NA,NA
"Geomys arenarius",NA,NA,NA
"Geomys attwateri",NA,NA,NA
"Geomys breviceps",NA,0.24227397260274,NA
"Geomys knoxjonesi",0.0656986301369863,NA,NA
"Geomys pinetis",NA,0.500767123287671,NA
"Geomys texensis",NA,NA,NA
"Geomys tropicalis",NA,0.431013698630137,7
"Geoxus valdivianus",NA,NA,NA
"Gerbilliscus boehmi",NA,NA,NA
"Gerbilliscus brantsii",0.062027397260274,0.28827397260274,NA
"Gerbilliscus guineae",NA,NA,NA
"Gerbilliscus inclusus",0.0634246575342466,NA,NA
"Gerbilliscus kempi",0.0693972602739726,NA,NA
"Gerbilliscus leucogaster",0.0777260273972603,NA,NA
"Gerbilliscus nigricaudus",NA,NA,NA
"Gerbilliscus phillipsi",NA,NA,NA
"Gerbilliscus robustus",NA,NA,NA
"Gerbillurus paeba",0.0712328767123288,0.198383561643836,NA
"Gerbillurus setzeri",NA,NA,NA
"Gerbillurus tytonis",NA,NA,NA
"Gerbillurus vallinus",NA,NA,NA
"Gerbillus acticola",NA,NA,NA
"Gerbillus agag",NA,NA,NA
"Gerbillus amoenus",NA,NA,NA
"Gerbillus andersoni",NA,NA,NA
"Gerbillus aquilus",NA,NA,NA
"Gerbillus brockmani",NA,NA,NA
"Gerbillus burtoni",NA,NA,NA
"Gerbillus dongolanus",NA,NA,NA
"Gerbillus dunni",NA,NA,NA
"Gerbillus famulus",NA,NA,NA
"Gerbillus floweri",NA,NA,NA
"Gerbillus garamantis",NA,NA,NA
"Eubalaena japonica",NA,NA,NA
"Euchoreutes naso",NA,NA,NA
"Euderma maculatum",NA,NA,NA
"Eudiscopus denticulus",NA,NA,NA
"Eumops auripendulus",NA,NA,NA
"Eumops bonariensis",NA,NA,NA
"Eumops dabbenei",NA,NA,NA
"Eumops glaucinus",NA,NA,NA
"Eumops hansae",NA,NA,NA
"Eumops maurus",NA,NA,NA
"Exilisciurus exilis",NA,NA,NA
"Exilisciurus whiteheadi",NA,NA,NA
"Falsistrellus affinis",NA,NA,NA
"Falsistrellus mackenziei",NA,NA,NA
"Falsistrellus mordax",NA,NA,NA
"Falsistrellus petersi",NA,NA,NA
"Falsistrellus tasmaniensis",NA,NA,NA
"Felis bieti",NA,NA,NA
"Graphiurus ocularis",NA,NA,NA
"Graphiurus rupicola",NA,NA,NA
"Graphiurus surdus",NA,NA,NA
"Gymnuromys roberti",NA,NA,NA
"Habromys chinanteco",NA,NA,NA
"Habromys delicatulus",NA,NA,NA
"Habromys ixtlani",NA,NA,NA
"Habromys lepturus",NA,NA,NA
"Habromys lophurus",NA,NA,NA
"Habromys simulatus",NA,NA,NA
"Hadromys humei",NA,NA,NA
"Hadromys yunnanensis",NA,NA,NA
"Haeromys margarettae",NA,NA,NA
"Haeromys minahassae",NA,NA,NA
"Haeromys pusillus",NA,NA,NA
"Handleyomys fuscatus",NA,NA,NA
"Handleyomys intectus",NA,NA,NA
"Hapalemur alaotrensis",NA,NA,NA
"Hapalemur occidentalis",NA,NA,NA
"Hapalomys delacouri",NA,NA,NA
"Hapalomys longicaudatus",NA,NA,NA
"Harpiocephalus harpia",NA,NA,NA
"Harpiocephalus mordax",NA,NA,NA
"Harpyionycteris celebensis",NA,NA,NA
"Harpyionycteris whiteheadi",0.363671232876712,NA,NA
"Heimyscus fumosus",NA,NA,NA
"Herpestes fuscus",NA,NA,NA
"Herpestes semitorquatus",NA,NA,NA
"Felovia vae",NA,NA,NA
"Feresa attenuata",NA,NA,NA
"Feroculus feroculus",NA,NA,NA
"Funambulus layardi",NA,NA,NA
"Funambulus sublineatus",NA,NA,NA
