CpG_Site,Coefficient,Mean_Beta_Value,Predictor
cg13796319,0.001447299,0.023684095,LGALS3BP
cg11641742,-0.018142557,0.026113792,LGALS3BP
cg26867866,-0.002910752,0.027659677,LGALS3BP
cg21254277,0.008212098,0.027695354,LGALS3BP
cg18044385,9.92921e-4,0.028997753,LGALS3BP
cg20559000,-3.02139e-4,0.029212939,LGALS3BP
cg14439353,0.002696103,0.030239707,LGALS3BP
cg03398691,-0.006554769,0.030628621,LGALS3BP
cg05852416,-0.008012237,0.031253996,LGALS3BP
cg05022306,2.58597e-4,0.031418057,LGALS3BP
cg19159602,-7.0464e-4,0.033174367,LGALS3BP
cg24837680,-0.006591581,0.033215856,LGALS3BP
cg03895690,0.008706991,0.033247829,LGALS3BP
cg12551029,0.008772783,0.034101958,LGALS3BP
cg12565637,0.002065614,0.035657155,LGALS3BP
cg05030574,-0.012193752,0.036479493,LGALS3BP
cg23557926,0.001864572,0.037038153,LGALS3BP
cg10962261,0.006582406,0.03803113,LGALS3BP
cg13599411,0.00643164,0.038987951,LGALS3BP
cg15353061,-0.003383194,0.039021419,LGALS3BP
cg13947949,0.00233375,0.039187584,LGALS3BP
cg24116259,0.005173041,0.040794799,LGALS3BP
cg22433261,0.00962081,0.041805861,LGALS3BP
cg11120927,-0.015019093,0.042553414,LGALS3BP
cg24113505,0.004607822,0.043515164,LGALS3BP
cg17746675,0.003324538,0.045230725,LGALS3BP
cg02154874,-0.007912927,0.045856803,LGALS3BP
cg27503970,-0.004465492,0.046125296,LGALS3BP
cg02553516,0.005634409,0.04650904,LGALS3BP
cg07835844,-0.008865954,0.04790297,LGALS3BP
cg26881713,0.003275929,0.049704357,LGALS3BP
cg10448527,0.010198584,0.049802272,LGALS3BP
cg09411730,-0.013940575,0.054557644,LGALS3BP
cg24488059,-0.014398894,0.056127107,LGALS3BP
cg09410234,-0.001109229,0.060179301,LGALS3BP
cg06928838,-0.004590874,0.061038488,LGALS3BP
cg26280526,0.001976144,0.06254879,LGALS3BP
cg15642292,0.028582307,0.066970953,LGALS3BP
cg19560710,0.030521208,0.067284227,LGALS3BP
cg25338563,-0.029193122,0.078842916,LGALS3BP
cg25468541,0.001958291,0.087808818,LGALS3BP
cg03929741,0.013037559,0.088202461,LGALS3BP
cg06370862,0.004303852,0.095315473,LGALS3BP
cg10149225,0.008107779,0.096223098,LGALS3BP
cg08893449,0.00870329,0.11498304,LGALS3BP
cg11248896,-0.004276579,0.115513894,LGALS3BP
cg02535924,0.011473298,0.125423141,LGALS3BP
cg16691821,0.010655845,0.127456722,LGALS3BP
cg23305678,-0.008041711,0.154124398,LGALS3BP
cg24174557,-0.007093389,0.191137891,LGALS3BP
cg26474124,0.020515497,0.196727062,LGALS3BP
cg05650260,0.012437349,0.203666147,LGALS3BP
cg16578636,-0.002144741,0.23275963,LGALS3BP
cg08549335,-0.003364463,0.252760308,LGALS3BP
cg26229043,0.003334073,0.278926052,LGALS3BP
cg05292478,-0.00452066,0.283110704,LGALS3BP
cg14453423,-0.001661599,0.315245833,LGALS3BP
cg11024682,0.022834104,0.355225537,LGALS3BP
cg14004678,0.010616574,0.358025877,LGALS3BP
cg07068382,0.00194389,0.358831392,LGALS3BP
cg24697075,6.73081e-4,0.363870486,LGALS3BP
cg18947360,0.001179967,0.392747072,LGALS3BP
cg10589813,-0.033845564,0.405926467,LGALS3BP
cg18708233,0.004029537,0.413471213,LGALS3BP
cg04970637,0.004052589,0.423300325,LGALS3BP
cg13167816,0.001700517,0.42483777,LGALS3BP
cg00310412,-0.012632823,0.427542275,LGALS3BP
cg08927738,0.004519458,0.436624212,LGALS3BP
cg09789252,0.00363878,0.446457764,LGALS3BP
cg04043642,0.002965581,0.454179425,LGALS3BP
cg13921220,-0.013083689,0.461819155,LGALS3BP
cg09092525,-0.001236816,0.472743559,LGALS3BP
cg00535027,-0.002885866,0.479460396,LGALS3BP
cg11821795,-0.005277917,0.482492077,LGALS3BP
cg06500161,0.026354229,0.486511073,LGALS3BP
cg12158488,-2.01e-5,0.489159011,LGALS3BP
cg14476101,-0.025208877,0.506141446,LGALS3BP
cg01704580,-0.003765939,0.516683139,LGALS3BP
cg26361436,-0.007797354,0.551621101,LGALS3BP
cg04647918,0.023961853,0.552176585,LGALS3BP
cg13676220,-0.007873915,0.576784266,LGALS3BP
cg07179267,-0.005923018,0.589827522,LGALS3BP
cg04156077,-0.00468425,0.593686637,LGALS3BP
cg16755922,0.0102682,0.605007309,LGALS3BP
cg20652954,-0.002934225,0.614632897,LGALS3BP
cg15764067,0.011143856,0.62269849,LGALS3BP
cg05157272,-0.006691545,0.623968612,LGALS3BP
cg19693031,-0.012314771,0.633654885,LGALS3BP
cg10834893,-0.008622941,0.636991507,LGALS3BP
cg02190928,-8.39e-5,0.656243556,LGALS3BP
cg24413918,0.012755058,0.666131272,LGALS3BP
cg18039042,-0.002383462,0.669369539,LGALS3BP
cg01181150,0.003320722,0.677723962,LGALS3BP
cg17469479,0.009698687,0.682063474,LGALS3BP
cg24036039,0.001786553,0.709642883,LGALS3BP
cg27243685,0.012310266,0.715230602,LGALS3BP
cg07278181,0.001103613,0.715365738,LGALS3BP
cg15317722,-0.006964671,0.718481357,LGALS3BP
cg18986335,-0.018786907,0.720738408,LGALS3BP
cg15949845,-0.016093148,0.721138902,LGALS3BP
cg23242341,-0.007948291,0.721323826,LGALS3BP
cg25665606,0.002916761,0.723023196,LGALS3BP
cg25801113,0.006381723,0.726852559,LGALS3BP
cg13105709,-0.021059193,0.728803988,LGALS3BP
cg19298400,0.004424546,0.730180546,LGALS3BP
cg23955434,-0.002004929,0.743537808,LGALS3BP
cg01084270,9.96338e-4,0.7461117,LGALS3BP
cg09915601,-0.037083211,0.74847192,LGALS3BP
cg01022501,-0.007299516,0.750082258,LGALS3BP
cg03389046,0.020806218,0.76241226,LGALS3BP
cg03722802,-0.005273079,0.76292326,LGALS3BP
cg10793646,-0.005792775,0.763928658,LGALS3BP
cg10882886,-0.023250915,0.770201362,LGALS3BP
cg00955039,0.004828062,0.770900996,LGALS3BP
cg05839748,-0.012394422,0.774447221,LGALS3BP
cg10147462,0.002695307,0.775640554,LGALS3BP
cg04487857,1.30558e-4,0.778600167,LGALS3BP
cg24468765,0.012676415,0.778716566,LGALS3BP
cg05607801,-9.29994e-4,0.779637078,LGALS3BP
cg12049093,9.08124e-4,0.781467462,LGALS3BP
cg06150148,0.011729764,0.78164138,LGALS3BP
cg26200585,0.0089418,0.782395695,LGALS3BP
cg27248741,-0.004086488,0.790871579,LGALS3BP
cg23819286,-0.021146969,0.792588226,LGALS3BP
cg22933582,-0.007934836,0.796415769,LGALS3BP
cg27587095,-0.004062286,0.798171234,LGALS3BP
cg18247172,0.013715792,0.800723958,LGALS3BP
cg06624020,-0.039391763,0.80964088,LGALS3BP
cg00250409,-0.002306356,0.811081035,LGALS3BP
cg17504453,0.005213668,0.81152128,LGALS3BP
cg14042099,6.19215e-4,0.815536729,LGALS3BP
cg07776015,0.001515952,0.815804549,LGALS3BP
cg21649520,-0.005637995,0.81663134,LGALS3BP
cg08979573,0.006552041,0.81693383,LGALS3BP
cg14902168,-0.008241698,0.818126398,LGALS3BP
cg26251472,-0.003472321,0.81823216,LGALS3BP
cg14613365,0.003517507,0.818701556,LGALS3BP
cg24302133,0.013630339,0.81936546,LGALS3BP
cg01550915,-0.008747515,0.819629325,LGALS3BP
cg15240419,-0.001402729,0.821722042,LGALS3BP
cg24530471,0.004048161,0.822777207,LGALS3BP
cg07919493,-0.003867752,0.823107514,LGALS3BP
cg07666727,-0.001552877,0.823629068,LGALS3BP
cg19674937,0.001102369,0.827611596,LGALS3BP
cg18269894,-0.003003492,0.828129528,LGALS3BP
cg01833122,0.010312852,0.828716683,LGALS3BP
cg02152233,0.004448329,0.830323412,LGALS3BP
cg11033938,-0.001393586,0.833952486,LGALS3BP
cg27548752,-0.00298411,0.834861302,LGALS3BP
cg26959247,5.63588e-4,0.84059284,LGALS3BP
cg04658601,0.005110541,0.841268016,LGALS3BP
cg07224455,0.015010637,0.843421264,LGALS3BP
cg05228196,0.002992311,0.845086474,LGALS3BP
cg16018002,0.004134046,0.845979628,LGALS3BP
cg21052025,-0.021149015,0.846456723,LGALS3BP
cg27222157,0.008080332,0.847702782,LGALS3BP
cg09399801,0.004134056,0.848152863,LGALS3BP
cg03109964,-0.002270119,0.854182744,LGALS3BP
cg23159844,0.006677141,0.855327672,LGALS3BP
cg00450425,5.55101e-4,0.858829662,LGALS3BP
cg04496104,-0.002589035,0.861877066,LGALS3BP
cg26508619,0.012494957,0.865422747,LGALS3BP
cg26406441,0.004652126,0.866133223,LGALS3BP
cg23795234,-0.011290001,0.872064448,LGALS3BP
cg15209369,0.002658102,0.874137777,LGALS3BP
cg23577242,0.002637394,0.876573297,LGALS3BP
cg27187798,0.024194548,0.877142848,LGALS3BP
cg17810602,0.013458778,0.87790775,LGALS3BP
cg14795560,1.31053e-4,0.885778281,LGALS3BP
cg12076692,0.010237101,0.886565402,LGALS3BP
cg15736734,-0.00957561,0.891312986,LGALS3BP
cg05431684,4.15535e-4,0.896687092,LGALS3BP
cg02169859,0.001186886,0.896912183,LGALS3BP
cg12297774,-0.005150422,0.899407134,LGALS3BP
cg24508499,0.004616619,0.910970304,LGALS3BP
cg06332777,-0.014354514,0.912690783,LGALS3BP
cg00209398,-0.009947571,0.928946097,LGALS3BP
cg20788793,0.033697112,0.930516825,LGALS3BP
cg03728457,0.020616887,0.942252058,LGALS3BP
cg27380724,-0.005903275,0.952023217,LGALS3BP
cg08005093,0.017413508,0.952770176,LGALS3BP
cg11740194,0.014639629,0.956711408,LGALS3BP
cg02026948,-0.016943036,0.020033825,LY9
cg16018152,0.03747544,0.026546374,LY9
cg17996329,0.006869404,0.027038382,LY9
cg22127491,0.004478923,0.029257348,LY9
cg01877196,-0.011059774,0.03323705,LY9
cg14866740,-0.004423742,0.034301764,LY9
cg22140261,-0.028131517,0.036244765,LY9
cg14750190,-0.013810472,0.037206208,LY9
cg21499658,-0.004812872,0.03744457,LY9
cg25678929,0.004257587,0.037894499,LY9
cg26572042,-0.011942569,0.039724507,LY9
cg19189965,-0.009238598,0.040435748,LY9
cg18722247,-0.002050025,0.040480596,LY9
cg25304816,-0.00157999,0.041175951,LY9
cg09268982,-0.008557086,0.041348372,LY9
cg05642698,-8.79321e-4,0.042960525,LY9
cg16566171,6.70879e-4,0.04785556,LY9
cg20480045,-0.004523713,0.048605786,LY9
cg15749858,0.001069867,0.050352929,LY9
cg24665839,-6.6466e-4,0.053487839,LY9
cg23045404,-0.005379429,0.055688449,LY9
cg07434465,-0.001243036,0.055760699,LY9
cg01121712,1.75e-5,0.056864274,LY9
cg21637763,-0.014602973,0.057106162,LY9
cg14544631,-0.001068927,0.063013213,LY9
cg15698568,-0.003603293,0.065044371,LY9
cg00309339,-0.014895209,0.069472853,LY9
cg06710937,0.05400525,0.079626634,LY9
cg20462360,0.012194924,0.07963286,LY9
cg26766403,-0.007171054,0.087222707,LY9
cg11395610,0.006927296,0.088870344,LY9
cg01085362,0.001056615,0.089489135,LY9
cg04497176,0.013314176,0.09237961,LY9
cg00960509,0.003099977,0.103051472,LY9
cg25485875,0.006813602,0.117270899,LY9
cg06322403,-0.01068491,0.125727644,LY9
cg18650367,0.027990013,0.137202622,LY9
cg02272993,0.007238678,0.152067031,LY9
cg01704924,-0.002662074,0.162364201,LY9
cg23041295,-0.006621878,0.219832282,LY9
cg04542977,-0.014847187,0.22729716,LY9
cg11835347,0.015994293,0.267726072,LY9
cg00189276,0.011801967,0.2821257,LY9
cg18153869,0.006837287,0.293620507,LY9
cg01065599,-0.009578945,0.311569575,LY9
cg07880478,-0.010075276,0.322219948,LY9
cg13298859,0.004751974,0.322273413,LY9
cg07251887,0.00879948,0.373628009,LY9
cg07839457,-0.066145771,0.410350882,LY9
cg04573702,0.01778841,0.488764494,LY9
cg20801711,-0.010681545,0.498349972,LY9
cg04799958,0.017046368,0.499876919,LY9
cg17292662,0.006452666,0.502038314,LY9
cg27396284,0.006140204,0.524536327,LY9
cg18228590,0.005201445,0.547586363,LY9
cg02673901,2.46133e-4,0.548883164,LY9
cg03636183,0.008478057,0.555896517,LY9
cg14167415,5.01057e-4,0.56410083,LY9
cg08305942,0.001003417,0.569070411,LY9
cg16238336,0.006161246,0.572591524,LY9
cg11680605,-0.014112552,0.588526636,LY9
cg27293155,1.08985e-4,0.589656309,LY9
cg11750706,-0.008794171,0.601117387,LY9
cg20426415,-0.010565298,0.602442142,LY9
cg23772843,3.93e-5,0.612299014,LY9
cg00957901,-0.006730338,0.612299961,LY9
cg09363604,-0.005655907,0.62352392,LY9
cg08448407,-0.002406285,0.628533309,LY9
cg18147395,-0.015398696,0.632582541,LY9
cg04342259,0.002377619,0.676102056,LY9
cg18104148,-0.004729542,0.696049311,LY9
cg22577252,-0.032977771,0.696121027,LY9
cg18854424,0.009400293,0.698530044,LY9
cg22019247,-0.017559818,0.71151381,LY9
cg15806780,-0.007891836,0.715946313,LY9
cg04080302,-2.50557e-4,0.716412886,LY9
cg08957279,0.002565038,0.724986703,LY9
cg21687775,9.78561e-4,0.726442629,LY9
cg00365481,-0.001493508,0.734743687,LY9
cg13029400,0.020236551,0.737051289,LY9
cg09599740,-0.002979197,0.742728731,LY9
cg21913886,0.001932679,0.752381049,LY9
cg00111102,-0.001226102,0.756734508,LY9
cg12242450,-0.01375639,0.757110749,LY9
cg08823894,0.027628733,0.76080418,LY9
cg22094923,0.031933679,0.765910428,LY9
cg02096194,-0.002869657,0.768661793,LY9
cg12107580,-0.002092735,0.775391535,LY9
cg09802689,-0.026166187,0.776161916,LY9
cg05962106,-0.017055419,0.778876791,LY9
cg03919875,0.00191099,0.781991022,LY9
cg12568707,-0.018282753,0.78736783,LY9
cg08262429,0.002897332,0.788229902,LY9
cg23970331,0.001317282,0.790945885,LY9
cg03747001,-0.002972067,0.79408081,LY9
cg03314137,-0.008442092,0.802571177,LY9
cg05952672,0.019012062,0.812407855,LY9
cg07264048,-0.002622865,0.812864396,LY9
cg22786631,-0.005633765,0.815141883,LY9
cg05575921,0.07216033,0.817338706,LY9
cg19673115,-0.027012393,0.817680132,LY9
cg07370274,-0.011282079,0.822726064,LY9
cg05250061,0.00432752,0.828602362,LY9
cg14228756,-9.13624e-4,0.829043893,LY9
cg10466626,-0.025373634,0.832938822,LY9
cg18537063,0.001064034,0.833074569,LY9
cg23651707,-0.010546823,0.834989932,LY9
cg01961825,4.19694e-4,0.83788816,LY9
cg01959716,-0.005924488,0.83791963,LY9
cg11301337,0.005307305,0.843569754,LY9
cg01950680,-0.002329416,0.845316792,LY9
cg05452692,-0.004697678,0.846643149,LY9
cg10947350,-0.006630917,0.847418679,LY9
cg12177810,-7.53957e-4,0.850159899,LY9
cg25695992,0.00134105,0.856887252,LY9
cg16742090,-0.007920359,0.864240258,LY9
cg02269952,-0.002301863,0.867725435,LY9
cg07808590,-0.018531568000000002,0.870743146,LY9
cg00995180,0.011512959,0.873269077,LY9
cg09179249,0.002189061,0.91722739,LY9
cg03170725,-0.003436059,0.920212489,LY9
cg26574080,0.001720096,0.938841224,LY9
cg26181907,-0.007539968,0.945770786,LY9
cg27173677,-0.013594465,0.963221687,LY9
cg17193369,0.026410184,0.015742916,Lymphotoxin abeta
cg13611226,0.025440725,0.023710704,Lymphotoxin abeta
cg10053162,-0.003578847,0.034731144,Lymphotoxin abeta
cg27291138,-0.002717377,0.040356392,Lymphotoxin abeta
cg03629318,0.009248737,0.041104941,Lymphotoxin abeta
cg13552736,0.011519651,0.055539974,Lymphotoxin abeta
cg07921371,0.003057162,0.070290155000000007,Lymphotoxin abeta
cg05548555,-0.010243377,0.075002753,Lymphotoxin abeta
cg24242429,0.00829222,0.079543563,Lymphotoxin abeta
cg05173758,-0.00364043,0.082803444,Lymphotoxin abeta
cg24698536,0.005744037,0.085422288,Lymphotoxin abeta
cg27312944,0.009789447,0.104950585,Lymphotoxin abeta
cg00430888,0.012506957,0.12086901,Lymphotoxin abeta
cg00547777,0.002216291,0.153665807,Lymphotoxin abeta
cg12419863,0.001128372,0.227645134,Lymphotoxin abeta
cg01602730,0.004493324,0.286453529,Lymphotoxin abeta
cg06930757,-0.012252385,0.290571605,Lymphotoxin abeta
cg16355231,0.027321762,0.323972353,Lymphotoxin abeta
cg00758915,0.021796557,0.338419522,Lymphotoxin abeta
cg10062919,0.001554901,0.346921134,Lymphotoxin abeta
cg24621042,0.019900768,0.365302397,Lymphotoxin abeta
cg25961567,-0.018637814,0.40109938,Lymphotoxin abeta
cg07549715,0.005406628,0.413216517,Lymphotoxin abeta
cg15787712,0.00380423,0.421472934,Lymphotoxin abeta
cg05222794,-0.014462333,0.425930291,Lymphotoxin abeta
cg02737268,-0.002759104,0.451299382,Lymphotoxin abeta
cg20631044,0.006854701,0.45279609,Lymphotoxin abeta
cg19714347,0.009567765,0.459413271,Lymphotoxin abeta
cg06226386,-0.008957636,0.471039515,Lymphotoxin abeta
cg23256579,0.025082279,0.48137423,Lymphotoxin abeta
cg20136951,0.034004397,0.481934962,Lymphotoxin abeta
cg04573702,0.00234637,0.488764494,Lymphotoxin abeta
cg05998930,-0.005182228,0.529569271,Lymphotoxin abeta
cg04720592,0.00469903,0.529599556,Lymphotoxin abeta
cg11619216,0.011644922,0.537329683,Lymphotoxin abeta
cg26052357,0.02147066,0.546418009,Lymphotoxin abeta
cg03636183,0.012988346,0.555896517,Lymphotoxin abeta
cg09018483,0.007493424,0.571992709,Lymphotoxin abeta
cg20163980,0.016917571,0.587218864,Lymphotoxin abeta
cg06937207,0.01922349,0.611914334,Lymphotoxin abeta
cg19907725,0.003378869,0.625324487,Lymphotoxin abeta
cg25362050,0.004888262,0.629527885,Lymphotoxin abeta
cg07102001,-0.006855702,0.632999671,Lymphotoxin abeta
cg08898775,-0.008336737,0.655087728,Lymphotoxin abeta
cg03618918,-0.016867025,0.661355894,Lymphotoxin abeta
cg05305327,-0.005590213,0.673106589,Lymphotoxin abeta
cg10665844,0.005312182,0.687266512,Lymphotoxin abeta
cg18560936,-0.004213324,0.730169457,Lymphotoxin abeta
cg08297616,-0.00628608,0.735692585,Lymphotoxin abeta
cg24694743,0.009363287,0.73727384,Lymphotoxin abeta
cg09926046,0.008526573,0.756209414,Lymphotoxin abeta
cg11643285,0.031258353,0.771938087,Lymphotoxin abeta
cg14940760,-0.060277684,0.776802389,Lymphotoxin abeta
cg02658330,-0.003296993,0.794852551,Lymphotoxin abeta
cg05017994,-0.051869245,0.805761744,Lymphotoxin abeta
cg04548715,-0.021690534,0.805891707,Lymphotoxin abeta
cg01444501,0.012914346,0.820377538,Lymphotoxin abeta
cg03596635,-0.006346669,0.822639315,Lymphotoxin abeta
cg26069049,0.002724335,0.824030277,Lymphotoxin abeta
cg14066207,-0.008797861,0.83619415,Lymphotoxin abeta
cg24557281,-5.82659e-4,0.846577312,Lymphotoxin abeta
cg09751071,-0.022252629,0.847735272,Lymphotoxin abeta
cg07308232,-0.007424224,0.870206447,Lymphotoxin abeta
cg07503211,-7.54672e-4,0.900464053,Lymphotoxin abeta
cg01971363,-0.016102051,0.914877812,Lymphotoxin abeta
cg03480698,-8.42606e-4,0.952500727,Lymphotoxin abeta
cg19223190,-0.002348703,0.965448255,Lymphotoxin abeta
cg23648810,0.01981199,0.153520135,Lysozyme C
cg22683035,0.001268429,0.017889676,MIA
cg15739543,0.028140561,0.023053717,MIA
cg25716740,0.003969895,0.025380376,MIA
cg03965198,0.002276373,0.025895337,MIA
cg16795290,0.004979784,0.027126763,MIA
cg25675477,-0.020875859,0.028185902,MIA
cg26717995,-7.3287e-4,0.029618474,MIA
cg07611000,0.002860073,0.029894934,MIA
cg14915749,0.005539847,0.029961311,MIA
cg17881958,-0.003725293,0.032165085,MIA
cg15803122,0.009176168,0.033483278,MIA
cg11940847,-5.64855e-4,0.03471711,MIA
cg18294483,-0.004994965,0.035226344,MIA
cg25932461,0.013027903,0.037305782,MIA
cg16430909,0.007124728,0.038710133,MIA
cg25130238,-0.010985152,0.043281653,MIA
cg00276792,-0.006856098,0.057892092,MIA
cg00973309,0.004236116,0.063422187,MIA
cg19211077,-0.0030591,0.065108882,MIA
cg04676771,-0.011100989,0.073549311,MIA
cg16892443,0.002745673,0.107767914,MIA
cg27661600,-0.011699865,0.108466417,MIA
cg10440639,0.016067273,0.288400771,MIA
cg03329539,0.012464031,0.296975593,MIA
cg15845821,-0.019132867,0.376062663,MIA
cg01715551,-2.604e-4,0.410868774,MIA
cg23959976,-0.015723734,0.428522561,MIA
cg05658236,-0.010668191,0.476519536,MIA
cg07549924,0.043061901,0.479341656,MIA
cg04757345,0.006308384,0.513562279,MIA
cg19266329,0.003528828,0.520345815,MIA
cg23510258,-2.81264e-4,0.530474783,MIA
cg16969872,0.005206795,0.568020154,MIA
cg01620164,-0.001921505,0.593227237,MIA
cg11421073,-0.004994434,0.599030105,MIA
cg20146909,0.088101535,0.59969435,MIA
cg26229224,-0.011514406,0.599966943,MIA
cg03503785,0.007571643,0.610189266,MIA
cg19220923,-0.008207614,0.658710954,MIA
cg03412967,-0.016818115,0.669405407,MIA
cg15857490,0.001943671,0.670501824,MIA
cg04551395,-0.002568268,0.684996558,MIA
cg14594295,-0.007499026,0.68719605,MIA
cg17252489,0.019407693,0.691360584,MIA
cg00587890,-0.009692511,0.716656573,MIA
cg03846107,-4.10925e-4,0.722014863,MIA
cg17896965,-1.62286e-4,0.727748416,MIA
cg23831876,0.016978696,0.7375748,MIA
cg24841424,-0.012618948,0.744183656,MIA
cg06690548,0.019049403,0.74974841,MIA
cg18011760,-0.006710897,0.752977522,MIA
cg26910132,0.001444112,0.760801253,MIA
cg20156545,0.003639594,0.76374313,MIA
cg24655087,0.005449358,0.764803952,MIA
cg23490077,-0.00613818,0.765127839,MIA
cg20709046,-0.003559966,0.777688159,MIA
cg04147875,-3.25384e-4,0.786575879,MIA
cg12647496,-0.006679177,0.806759176,MIA
cg21337927,-0.008845976,0.811728267,MIA
cg06858185,-0.003223541,0.827146294,MIA
cg19524824,-0.007306108,0.829852229,MIA
cg12177182,0.01991801,0.841721595,MIA
cg17890691,0.006097625,0.851203739,MIA
cg25515091,0.009273878,0.855204312,MIA
cg07123890,0.005817823,0.857257136,MIA
cg04914281,-0.016552365,0.864387287,MIA
cg20874668,-0.001298815,0.88888567,MIA
cg05969038,0.007628056,0.928812962,MIA
cg01928910,0.02859012,0.96601504,MIA
cg13939431,0.02229164,0.017856829,MMP-1
cg01618083,0.017031414,0.019107298,MMP-1
cg13043177,-0.014326467,0.01923948,MMP-1
cg04744134,0.008319958,0.023289309,MMP-1
cg25637824,-0.013788453,0.024251176,MMP-1
cg15733534,0.001101173,0.024759288,MMP-1
cg12607514,0.024361695,0.025099573,MMP-1
cg21206266,0.010271665,0.025371249,MMP-1
cg07119260,-0.014463631,0.025473371,MMP-1
cg17971531,-0.007290696,0.025530023,MMP-1
cg01836441,-0.001461231,0.026782881,MMP-1
cg07837642,0.001519036,0.027585518,MMP-1
cg19515530,0.005984549,0.028525554,MMP-1
cg15382580,0.002994575,0.029714775,MMP-1
cg18801599,-0.005185625,0.030846991,MMP-1
cg16185493,0.004667005,0.030905218,MMP-1
cg12180984,0.008124149,0.031128671,MMP-1
cg04689082,0.006721085,0.031171069,MMP-1
cg22190291,-0.007836833,0.031310052,MMP-1
cg02513874,-0.004319148,0.033653173,MMP-1
cg17742155,0.0014134,0.03380375,MMP-1
cg23339899,0.011382445,0.034150113,MMP-1
cg05055400,6.84992e-4,0.034192892,MMP-1
cg12553198,0.006449083,0.035049419,MMP-1
cg09614276,7.23139e-4,0.035381747,MMP-1
cg16298760,3.49274e-4,0.03546874,MMP-1
cg03145124,0.020827834,0.035574673,MMP-1
cg14945867,0.006511063,0.036539556,MMP-1
cg24887381,-0.00144364,0.036617408,MMP-1
cg15740437,0.009103066,0.037254296,MMP-1
cg21262854,0.009483785,0.038646565,MMP-1
cg06536503,0.001873223,0.038705126,MMP-1
cg01911191,-0.001480145,0.040256202,MMP-1
cg04928513,-0.02327195,0.041582086,MMP-1
cg01188584,0.005922705,0.041712948,MMP-1
cg13575271,0.017441204,0.042214141,MMP-1
